ChEMBL ID,Name,UniProt Accessions,Type,Organism,Compounds,Activities,Tax ID,Species Group Flag
CHEMBL5849,Mas-related G-protein coupled receptor member X2,Q96LB1,SINGLE PROTEIN,Homo sapiens,42,67,9606,FALSE
CHEMBL614470,CPT30 cell line,,CELL-LINE,Homo sapiens,7,7,9606,FALSE
CHEMBL3308929,Double-strand break repair protein MRE11A,P49959,SINGLE PROTEIN,Homo sapiens,3,10,9606,FALSE
CHEMBL3832633,Ribosomal protein S6 kinase,P51812|Q9UBS0|O75676|Q15349|O75582|P23443|Q9UK32|Q15418,PROTEIN FAMILY,Homo sapiens,83,128,9606,FALSE
CHEMBL3883331,Tropomyosin alpha-3 chain/High affinity nerve growth factor receptor,P04629|P06753,CHIMERIC PROTEIN,Homo sapiens,2,7,9606,FALSE
CHEMBL5169076,VHL/HDAC9,Q9UKV0|P40337,PROTEIN-PROTEIN INTERACTION,Homo sapiens,3,3,9606,FALSE
CHEMBL4483275,VMM39,,CELL-LINE,Homo sapiens,3,11,9606,FALSE
CHEMBL4295715,Alcohol dehydrogenase class-3,P12711,SINGLE PROTEIN,Rattus norvegicus,1,1,10116,FALSE
CHEMBL4483261,NCI-H2286,,CELL-LINE,Homo sapiens,24,27,9606,FALSE
CHEMBL4296605,Trichormus variabilis,,ORGANISM,Trichormus variabilis,1,1,264691,FALSE
CHEMBL3334415,Transcriptional coactivator YAP1,P46937,SINGLE PROTEIN,Homo sapiens,54,205,9606,FALSE
CHEMBL4295731,Elongation factor 1-beta,P24534,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL3621021,Polymerase acidic protein,Q9IQ47,SINGLE PROTEIN,Influenza A virus (strain A/X-31 H3N2),26,35,132504,FALSE
CHEMBL2366469,Glutamate--cysteine ligase catalytic subunit,P19468,SINGLE PROTEIN,Rattus norvegicus,1,1,10116,FALSE
CHEMBL1942,Alpha-2b adrenergic receptor,P18089,SINGLE PROTEIN,Homo sapiens,2744,4708,9606,FALSE
CHEMBL5483085,COP1-AGTL,Q96AD5|Q8NHY2,PROTEIN-PROTEIN INTERACTION,Homo sapiens,38,38,9606,FALSE
CHEMBL5555,Acyl-CoA desaturase,O00767,SINGLE PROTEIN,Homo sapiens,772,1011,9606,FALSE
CHEMBL5465229,VHL/T-cell protein-tyrosine phosphatase,P17706|P40337,PROTEIN-PROTEIN INTERACTION,Homo sapiens,13,52,9606,FALSE
CHEMBL5002,Nuclear receptor subfamily 4 group A member 2,P43354,SINGLE PROTEIN,Homo sapiens,279,712,9606,FALSE
CHEMBL614799,BE-WT,,CELL-LINE,,25,25,,FALSE
CHEMBL4106123,MDM2-MDMX,Q00987|O15151,PROTEIN-PROTEIN INTERACTION,Homo sapiens,21,24,9606,FALSE
CHEMBL614729,CNS carcinoma cell,,CELL-LINE,Homo sapiens,46,77,9606,FALSE
CHEMBL612241,Leishmania sp.,,ORGANISM,Leishmania sp.,21,21,28847,FALSE
CHEMBL612265,KU-2 cell line,,CELL-LINE,,2,2,,FALSE
CHEMBL3734641,Prolyl endopeptidase FAP,A5D7B7,SINGLE PROTEIN,Bos taurus,28,28,9913,FALSE
CHEMBL2367074,Rhabditis sp.,,ORGANISM,Rhabditis sp.,4,25,35561,FALSE
CHEMBL3308996,B-myb,Q6DRH7,SINGLE PROTEIN,Danio rerio,1,7,7955,FALSE
CHEMBL614282,DC3F/AD,,CELL-LINE,Cricetulus griseus,70,374,10029,FALSE
CHEMBL1287604,OXA-48,Q6XEC0,SINGLE PROTEIN,Klebsiella pneumoniae,26,65,573,FALSE
CHEMBL2176819,Kinesin light chain 1,P37285,SINGLE PROTEIN,Rattus norvegicus,1,1,10116,FALSE
CHEMBL2163184,NAD-dependent protein deacetylase sirtuin-7,Q9NRC8,SINGLE PROTEIN,Homo sapiens,69,102,9606,FALSE
CHEMBL2176821,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",Q9WVK7,SINGLE PROTEIN,Rattus norvegicus,1,1,10116,FALSE
CHEMBL5482971,ICOS-ICOSL,O75144|Q9Y6W8,PROTEIN-PROTEIN INTERACTION,Homo sapiens,17,20,9606,FALSE
CHEMBL2176823,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",P26284,SINGLE PROTEIN,Rattus norvegicus,1,1,10116,FALSE
CHEMBL2331056,HTH-type transcriptional regulator MgrA,P0C1S0,SINGLE PROTEIN,Staphylococcus aureus,4,4,1280,FALSE
CHEMBL4105834,Ubiquitin-conjugating enzyme E2 C,O00762,SINGLE PROTEIN,Homo sapiens,2,2,9606,FALSE
CHEMBL4295587,Isocitrate lyase 1,P9WKK6,SINGLE PROTEIN,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh),32,45,83331,FALSE
CHEMBL3509582,"POU domain, class 2, transcription factor 2",P09086,SINGLE PROTEIN,Homo sapiens,25,42,9606,FALSE
CHEMBL3879862,Arachidonate 5-lipoxygenase,K7GQZ4,SINGLE PROTEIN,Sus scrofa,1,2,9823,FALSE
CHEMBL3253,Serum albumin,P02768,SINGLE PROTEIN,Homo sapiens,1604,2769,9606,FALSE
CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,P29475|P35228,SELECTIVITY GROUP,Homo sapiens,609,702,9606,FALSE
CHEMBL3944,Vasopressin V2 receptor,P32307,SINGLE PROTEIN,Sus scrofa,75,129,9823,FALSE
CHEMBL3686,Phospholipase A2 group IIA,P14423,SINGLE PROTEIN,Rattus norvegicus,43,47,10116,FALSE
CHEMBL392,A549,,CELL-LINE,Homo sapiens,102075,131514,9606,FALSE
CHEMBL4856,Enterobactin synthetase component E,P10378,SINGLE PROTEIN,Escherichia coli K-12,4,6,83333,FALSE
CHEMBL614610,UACC-62,,CELL-LINE,Homo sapiens,44781,47402,9606,FALSE
CHEMBL613020,Pseudoalteromonas,,ORGANISM,Pseudoalteromonas,3,41,53246,TRUE
CHEMBL2391,11-beta-hydroxysteroid dehydrogenase 1,P16232,SINGLE PROTEIN,Rattus norvegicus,153,202,10116,FALSE
CHEMBL4106136,DNA-PK/Ku70/Ku85,P78527|P12956|P13010,PROTEIN COMPLEX,Homo sapiens,23,23,9606,FALSE
CHEMBL3885599,LIM domain kinase 1/2,P53671|P53667,PROTEIN FAMILY,Homo sapiens,19,20,9606,FALSE
CHEMBL5169066,VHL/GSPT1,P40337|P15170,PROTEIN-PROTEIN INTERACTION,Homo sapiens,4,10,9606,FALSE
CHEMBL2748,Sucrase-isomaltase,P14410,SINGLE PROTEIN,Homo sapiens,78,84,9606,FALSE
CHEMBL2097173,Dihydrofolate reductase; P. carinii vs rat,P16184|Q920D2,SELECTIVITY GROUP,Pneumocystis carinii,341,414,4754,FALSE
CHEMBL5485,D-amino-acid oxidase,P14920,SINGLE PROTEIN,Homo sapiens,500,802,9606,FALSE
CHEMBL5169170,CXXC-type zinc finger protein 5,Q7LFL8,SINGLE PROTEIN,Homo sapiens,9,9,9606,FALSE
CHEMBL613696,Occipital cortex,,TISSUE,Macaca fascicularis,5,10,9541,FALSE
CHEMBL5169201,CXXC-type zinc finger protein 1,Q9P0U4,SINGLE PROTEIN,Homo sapiens,9,9,9606,FALSE
CHEMBL5978,Cytochrome P450 2E1,P05182,SINGLE PROTEIN,Rattus norvegicus,26,34,10116,FALSE
CHEMBL4295708,Tartrate-resistant acid phosphatase type 5,P09889,SINGLE PROTEIN,Sus scrofa,14,16,9823,FALSE
CHEMBL2424,Glyoxalase I,Q04760,SINGLE PROTEIN,Homo sapiens,274,402,9606,FALSE
CHEMBL4296045,Gamma-aminobutyric acid receptor subunit beta-1/beta-2,P47870|P18505,PROTEIN COMPLEX,Homo sapiens,14,14,9606,FALSE
CHEMBL4296545,Zone of skin,,TISSUE,Homo sapiens,5,8,9606,FALSE
CHEMBL3826868,Chromobox protein homolog 7,Q8VDS3,SINGLE PROTEIN,Mus musculus,1,5,10090,FALSE
CHEMBL1075588,SW1417,,CELL-LINE,Homo sapiens,112,113,9606,FALSE
CHEMBL2146299,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,P9WQ81,SINGLE PROTEIN,Mycobacterium tuberculosis,298,298,1773,FALSE
CHEMBL5169221,Glutamate 5-kinase,P0A7B5,SINGLE PROTEIN,Escherichia coli,3,13,562,FALSE
CHEMBL4105813,TCP pilus virulence regulatory protein,A5F384,SINGLE PROTEIN,Vibrio cholerae serotype O1 (strain ATCC 39541 / Classical Ogawa 395 /O395),11,25,345073,FALSE
CHEMBL2367316,Xanthomonas campestris pv. oryzae,,ORGANISM,Xanthomonas campestris pv. oryzae,4,6,314227,FALSE
CHEMBL612954,Mycobacterium avium-intracellulare,,ORGANISM,Mycobacterium avium-intracellulare,24,24,55883,FALSE
CHEMBL5169285,Treponema denticola,,ORGANISM,Treponema denticola,8,12,158,FALSE
CHEMBL1075224,Glycogen synthase kinase-3 alpha,P18265,SINGLE PROTEIN,Rattus norvegicus,1,1,10116,FALSE
CHEMBL5047,Serine/threonine-protein kinase ULK3,Q6PHR2,SINGLE PROTEIN,Homo sapiens,675,957,9606,FALSE
CHEMBL2728,Beta-glucuronidase,P08236,SINGLE PROTEIN,Homo sapiens,455,539,9606,FALSE
CHEMBL3608,Epidermal growth factor receptor erbB1,Q01279,SINGLE PROTEIN,Mus musculus,108,121,10090,FALSE
CHEMBL4782,Beta-lactamase,P80298,SINGLE PROTEIN,Proteus vulgaris,42,42,585,FALSE
CHEMBL614097,LS174T,,CELL-LINE,Homo sapiens,256,484,9606,FALSE
CHEMBL4105856,Phosphatidylethanolamine-binding protein 1,P30086,SINGLE PROTEIN,Homo sapiens,187,187,9606,FALSE
CHEMBL1795166,Sterol regulatory element-binding protein 2,Q12772,SINGLE PROTEIN,Homo sapiens,31,50,9606,FALSE
CHEMBL614955,Aspergillus flavus,,ORGANISM,Aspergillus flavus,5655,9100,5059,FALSE
CHEMBL5847,Aldo-keto reductase family 1 member C2,P52895,SINGLE PROTEIN,Homo sapiens,669,778,9606,FALSE
CHEMBL614995,Auxenochlorella pyrenoidosa,,ORGANISM,Auxenochlorella pyrenoidosa,3,3,3078,FALSE
CHEMBL3171,Folylpoly-gamma-glutamate synthetase,Q05932,SINGLE PROTEIN,Homo sapiens,116,250,9606,FALSE
CHEMBL4296165,Cereblon/NPM/ALK,Q9UM73|P06748|Q96SW2,PROTEIN-PROTEIN INTERACTION,Homo sapiens,19,56,9606,FALSE
CHEMBL2266,Gamma-amino-N-butyrate transaminase,P80147,SINGLE PROTEIN,Sus scrofa,57,192,9823,FALSE
CHEMBL4105706,Membrane-associated progesterone receptor component 1,O00264,SINGLE PROTEIN,Homo sapiens,180,181,9606,FALSE
CHEMBL1075542,NCI-H441,,CELL-LINE,Homo sapiens,196,249,9606,FALSE
CHEMBL4105739,Protein kinase 7,Q7YTF7,SINGLE PROTEIN,Plasmodium falciparum (isolate 3D7),2,2,36329,FALSE
CHEMBL612800,UV4,,CELL-LINE,Cricetulus griseus,205,255,10029,FALSE
CHEMBL5594,Cytochrome P450-cam,P00183,SINGLE PROTEIN,Pseudomonas putida,11,18,303,FALSE
CHEMBL614281,Daudi,,CELL-LINE,Homo sapiens,459,651,9606,FALSE
CHEMBL5105,Muscarinic acetylcholine receptor M3,Q9ERZ3,SINGLE PROTEIN,Mus musculus,42,70,10090,FALSE
CHEMBL4069,Corticotropin releasing factor receptor 2,Q13324,SINGLE PROTEIN,Homo sapiens,380,399,9606,FALSE
CHEMBL2216,Carbonic anhydrase VII,Q9ERQ8,SINGLE PROTEIN,Mus musculus,1,3,10090,FALSE
CHEMBL613854,COR-L23,,CELL-LINE,Homo sapiens,210,253,9606,FALSE
CHEMBL4879520,Pannexin-1,Q9JIP4,SINGLE PROTEIN,Mus musculus,46,65,10090,FALSE
CHEMBL613507,CV-1,,CELL-LINE,Chlorocebus aethiops,223,316,9534,FALSE
CHEMBL4879427,Gap junction beta-1 protein,P08034,SINGLE PROTEIN,Homo sapiens,5,5,9606,FALSE
CHEMBL3427,Dopamine D2 receptor,P61168,SINGLE PROTEIN,Mus musculus,240,252,10090,FALSE
CHEMBL4879523,A disintegrin and metalloproteinase with thrombospondin motifs 5,Q9R001,SINGLE PROTEIN,Mus musculus,3,4,10090,FALSE
CHEMBL4296053,Gamma-aminobutyric acid receptor subunit alpha-6/beta-3/delta,P18506|P30191|P63079,PROTEIN COMPLEX,Rattus norvegicus,10,24,10116,FALSE
CHEMBL4888466,Hepatitis delta virus,,ORGANISM,Hepatitis delta virus,14,18,12475,FALSE
CHEMBL4630834,Alpha N-terminal protein methyltransferase 1B,Q5VVY1,SINGLE PROTEIN,Homo sapiens,8,8,9606,FALSE
CHEMBL3351192,Bromodomain and WD repeat-containing protein 1,Q9NSI6,SINGLE PROTEIN,Homo sapiens,55,58,9606,FALSE
CHEMBL3711487,Beta-adrenergic receptor kinase 2,P26818,SINGLE PROTEIN,Bos taurus,6,6,9913,FALSE
CHEMBL612913,Leishmania mexicana venezuelensis,,ORGANISM,Leishmania mexicana venezuelensis,4,4,155283,FALSE
CHEMBL4630685,Pseudomonas sp. NB86,,ORGANISM,Pseudomonas sp. NB86,1,2,728229,FALSE
CHEMBL5185,Glutamate racemase,Q9ZLT0,SINGLE PROTEIN,Helicobacter pylori J99,75,76,85963,FALSE
CHEMBL4630735,Cereblon/Histone deacetylase 6,Q9Z2V5|Q8C7D2,PROTEIN-PROTEIN INTERACTION,Mus musculus,1,3,10090,FALSE
CHEMBL2095175,Monoamine transporters; Norepininephrine & dopamine,P23977|Q9WTR4,SELECTIVITY GROUP,Rattus norvegicus,492,561,10116,FALSE
CHEMBL4296125,Cereblon/Cyclin-dependent kinase 8,P49336|Q96SW2,PROTEIN-PROTEIN INTERACTION,Homo sapiens,5,13,9606,FALSE
CHEMBL5365,DNA polymerase kappa,Q9UBT6,SINGLE PROTEIN,Homo sapiens,7730,8653,9606,FALSE
CHEMBL4295870,Myosin-14,Q6URW6,SINGLE PROTEIN,Mus musculus,1,1,10090,FALSE
CHEMBL3259492,Tissue-type plasminogen activator,P11214,SINGLE PROTEIN,Mus musculus,12,12,10090,FALSE
CHEMBL4295732,cAMP-dependent protein kinase catalytic subunit alpha,P25321,SINGLE PROTEIN,Cricetulus griseus,5,26,10029,FALSE
CHEMBL3259481,Platelet-activating factor acetylhydrolase IB subunit beta,Q61206,SINGLE PROTEIN,Mus musculus,3,3,10090,FALSE
CHEMBL3259514,Peptidyl-dipeptidase dcp,P24171,SINGLE PROTEIN,Escherichia coli (strain K12),1,1,83333,FALSE
CHEMBL3259505,Phospholipase DDHD1,Q80YA3,SINGLE PROTEIN,Mus musculus,3,3,10090,FALSE
CHEMBL1914278,G protein-activated inward rectifier potassium channel 4,P48544,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL3259490,Lysosomal protective protein,P16675,SINGLE PROTEIN,Mus musculus,3,3,10090,FALSE
CHEMBL4802018,LanC-like protein 2,Q9JJK2,SINGLE PROTEIN,Mus musculus,1,1,10090,FALSE
CHEMBL4638,Chitinase,Q873X9,SINGLE PROTEIN,Aspergillus fumigatus,7,8,746128,FALSE
CHEMBL4105914,Toll-like receptor 7,A5H2Z9,SINGLE PROTEIN,Rattus norvegicus,1,1,10116,FALSE
CHEMBL2366843,Pseudomonas amygdali pv. lachrymans,,ORGANISM,Pseudomonas amygdali pv. lachrymans,42,49,53707,FALSE
CHEMBL4513182,Alternaria sp. 'fragaria',,ORGANISM,Alternaria sp. 'fragaria',10,10,291290,FALSE
CHEMBL2862,Rho/Rac guanine nucleotide exchange factor,P98174,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL2366845,Lathyrus sativus,,ORGANISM,Lathyrus sativus,4,4,3860,FALSE
CHEMBL614416,Fusobacterium varium,,ORGANISM,Fusobacterium varium,31,184,856,FALSE
CHEMBL4523640,Gamma-aminobutyric acid receptor subunit alpha-4/beta-2/gamma-2,P47870|P18507|P48169,PROTEIN COMPLEX,Homo sapiens,16,58,9606,FALSE
CHEMBL613320,Spiroplasma floricola,,ORGANISM,Spiroplasma floricola,5,8,216937,FALSE
CHEMBL5291947,Gamma-aminobutyric acid receptor subunit alpha-1/alpha-6/beta-3/gamma-2,P18508|P30191|P62813|P63079,PROTEIN COMPLEX,Rattus norvegicus,6,42,10116,FALSE
CHEMBL1741201,Hexokinase,Q38C41,SINGLE PROTEIN,Trypanosoma brucei brucei (strain 927/4 GUTat10.1),191,193,999953,FALSE
CHEMBL4523693,Protein cereblon/STAT1,P42224|Q96SW2,PROTEIN-PROTEIN INTERACTION,Homo sapiens,4,10,9606,FALSE
CHEMBL1075320,Nicotinate-nucleotide adenylyltransferase,C3L5T6,SINGLE PROTEIN,Bacillus anthracis,12,16,1392,FALSE
CHEMBL3638357,Beta-secretase 2,Q9JL18,SINGLE PROTEIN,Mus musculus,15,22,10090,FALSE
CHEMBL614989,Streptomyces,,ORGANISM,Streptomyces,45,126,1883,TRUE
CHEMBL5510,Mitogen-activated protein kinase 3,Q63844,SINGLE PROTEIN,Mus musculus,98,111,10090,FALSE
CHEMBL613057,Spiroplasma citri,,ORGANISM,Spiroplasma citri,5,8,2133,FALSE
CHEMBL3632453,X-box-binding protein 1,Q9R1S4,SINGLE PROTEIN,Rattus norvegicus,25,47,10116,FALSE
CHEMBL3700,Excitatory amino acid transporter 4,O35921,SINGLE PROTEIN,Rattus norvegicus,31,71,10116,FALSE
CHEMBL3627581,Serine/threonine-protein kinase N3,Q6P5Z2,SINGLE PROTEIN,Homo sapiens,163,171,9606,FALSE
CHEMBL3988602,"Dihydroorotate dehydrogenase, mitochondrial, putative",A5K1N1,SINGLE PROTEIN,Plasmodium vivax (strain Salvador I),6,6,126793,FALSE
CHEMBL3308940,Cathepsin J,Q63088,SINGLE PROTEIN,Rattus norvegicus,7,7,10116,FALSE
CHEMBL3297641,Ribosomal protein S6 kinase alpha-3,P18654,SINGLE PROTEIN,Mus musculus,36,39,10090,FALSE
CHEMBL5465329,PHD finger protein 6,Q8IWS0,SINGLE PROTEIN,Homo sapiens,3,3,9606,FALSE
CHEMBL3730,Dihydropteridine reductase,P09417,SINGLE PROTEIN,Homo sapiens,26,29,9606,FALSE
CHEMBL5169191,Lysine-specific demethylase 5D,Q9BY66,SINGLE PROTEIN,Homo sapiens,2,3,9606,FALSE
CHEMBL2367437,Fruit surface,,TISSUE,Citrus sinensis,1,5,2711,FALSE
CHEMBL2366655,Wickerhamiella azyma,,ORGANISM,Wickerhamiella azyma,13,13,5488,FALSE
CHEMBL4295792,Myosin-7,P79293,SINGLE PROTEIN,Sus scrofa,1,1,9823,FALSE
CHEMBL2367332,Rhizopus stolonifer,,ORGANISM,Rhizopus stolonifer,26,30,4846,FALSE
CHEMBL4296319,DNA topoisomerase type IB small subunit,E9B7X3,SINGLE PROTEIN,Leishmania donovani (strain BPK282A1),1,4,981087,FALSE
CHEMBL4630676,Wolbachia,,ORGANISM,Wolbachia,79,153,953,TRUE
CHEMBL1287624,Lethal(3)malignant brain tumor-like protein 4,Q8NA19,SINGLE PROTEIN,Homo sapiens,99,125,9606,FALSE
CHEMBL2367425,Berry,,TISSUE,Piper nigrum,1,2,13216,FALSE
CHEMBL1681614,Acriflavine resistance protein B,P31224,SINGLE PROTEIN,Escherichia coli (strain K12),65,1430,83333,FALSE
CHEMBL4523196,Tryptase beta-2,P20231,SINGLE PROTEIN,Homo sapiens,17,24,9606,FALSE
CHEMBL5712,Deoxyribonuclease-1,P00639,SINGLE PROTEIN,Bos taurus,21,21,9913,FALSE
CHEMBL2366418,Odorant-binding protein 3,C1KUY3,SINGLE PROTEIN,Acyrthosiphon pisum,8,8,7029,FALSE
CHEMBL4295524,Alpha-glucosidase,A0A173Z7B1,SINGLE PROTEIN,Blautia obeum,3,3,40520,FALSE
CHEMBL4986,Lysosomal phospholipase A2,Q8NCC3,SINGLE PROTEIN,Homo sapiens,3,3,9606,FALSE
CHEMBL4295991,ADP-ribose glycohydrolase OARD1,Q9Y530,SINGLE PROTEIN,Homo sapiens,1,2,9606,FALSE
CHEMBL614782,CNS cell,,CELL-LINE,Homo sapiens,41,47,9606,FALSE
CHEMBL2367038,Golovinomyces cichoracearum,,ORGANISM,Golovinomyces cichoracearum,48,48,62708,FALSE
CHEMBL613924,Callithrix jacchus,,ORGANISM,Callithrix jacchus,37,111,9483,FALSE
CHEMBL4295766,T-complex protein 1 subunit epsilon,P48643,SINGLE PROTEIN,Homo sapiens,1,2,9606,FALSE
CHEMBL3263,Histamine H3 receptor,P58406,SINGLE PROTEIN,Mus musculus,350,405,10090,FALSE
CHEMBL2097170,Voltage-gated N-type calcium channel alpha-1B subunit/Amyloid beta A4 precursor protein-binding family A member 1,Q00975|Q02410,PROTEIN-PROTEIN INTERACTION,Homo sapiens,451,925,9606,FALSE
CHEMBL2367442,Bronchial smooth muscle,,TISSUE,Cavia porcellus,1,1,10141,FALSE
CHEMBL3392,Thermolysin,P00800,SINGLE PROTEIN,Bacillus thermoproteolyticus,283,425,1427,FALSE
CHEMBL2366484,Glutamate receptor-interacting protein 1,P97879,SINGLE PROTEIN,Rattus norvegicus,1,1,10116,FALSE
CHEMBL4105747,Structural maintenance of chromosomes protein 1A,Q14683,SINGLE PROTEIN,Homo sapiens,221,222,9606,FALSE
CHEMBL4947,"Alcohol dehydrogenase, iron containing 1",Q8IWW8,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL6146,Beta-lactamase VIM-4,Q8KRJ3,SINGLE PROTEIN,Pseudomonas aeruginosa,16,18,287,FALSE
CHEMBL614676,Liposome,,SUBCELLULAR,,87,168,,FALSE
CHEMBL2034803,Regulator of G-protein signaling 8,P57771,SINGLE PROTEIN,Homo sapiens,42,45,9606,FALSE
CHEMBL3308957,Oleandomycin glycosyltransferase,Q53685,SINGLE PROTEIN,Streptomyces antibioticus,8,79,1890,FALSE
CHEMBL2367140,Streptomyces albus,,ORGANISM,Streptomyces albus,65,134,1888,FALSE
CHEMBL3340,Somatostatin receptor 3,P30936,SINGLE PROTEIN,Rattus norvegicus,1,1,10116,FALSE
CHEMBL1667690,IND-like metallo-beta-lactamase,Q6JE29,SINGLE PROTEIN,Chryseobacterium indologenes,8,8,253,FALSE
CHEMBL4802011,Sigma intracellular receptor 2,Q8VD00,SINGLE PROTEIN,Mus musculus,1,1,10090,FALSE
CHEMBL4105778,Dipeptidyl peptidase 3,L8I2E6,SINGLE PROTEIN,Bos mutus,7,24,72004,FALSE
CHEMBL5874,"Solute carrier family 2, facilitated glucose transporter member 4",P14672,SINGLE PROTEIN,Homo sapiens,381,396,9606,FALSE
CHEMBL2268011,CLC chloride channel protein,Q9BMK9,SINGLE PROTEIN,Caenorhabditis elegans,1,1,6239,FALSE
CHEMBL3886121,Cation channel sperm-associated protein 1,Q91ZR5,SINGLE PROTEIN,Mus musculus,5,11,10090,FALSE
CHEMBL3885615,"Phosphatidylinositol 3-kinase regulatory subunit beta/Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",P42338|O00459,PROTEIN COMPLEX,Homo sapiens,17,17,9606,FALSE
CHEMBL614783,NCI-H157,,CELL-LINE,Homo sapiens,353,620,9606,FALSE
CHEMBL612996,Penicillium verrucosum,,ORGANISM,Penicillium verrucosum,20,38,60171,FALSE
CHEMBL4135,Geranylgeranyl transferase type I beta subunit,P53609,SINGLE PROTEIN,Homo sapiens,106,110,9606,FALSE
CHEMBL4106158,AMP-activated protein kinase alpha-2/beta-2/gamma-2,P54646|O43741|Q9UGJ0,PROTEIN COMPLEX,Homo sapiens,13,14,9606,FALSE
CHEMBL613117,Marmota monax,,ORGANISM,Marmota monax,34,83,9995,FALSE
CHEMBL4295538,Dipeptidyl peptidase 9,E1BI31,SINGLE PROTEIN,Bos taurus,7,7,9913,FALSE
CHEMBL614788,Breast cancer cell line,,CELL-LINE,Homo sapiens,37,87,9606,FALSE
CHEMBL4295613,Beta-lactamase,Q7BB82,SINGLE PROTEIN,Escherichia coli,16,16,562,FALSE
CHEMBL3228,Metabotropic glutamate receptor 8,O00222,SINGLE PROTEIN,Homo sapiens,283,363,9606,FALSE
CHEMBL4295758,Acidic leucine-rich nuclear phosphoprotein 32 family member A,P39687,SINGLE PROTEIN,Homo sapiens,1,2,9606,FALSE
CHEMBL612527,rhinovirus A39,,ORGANISM,rhinovirus A39,27,46,185907,FALSE
CHEMBL4296018,UV radiation resistance-associated gene protein,Q9P2Y5,SINGLE PROTEIN,Homo sapiens,1,2,9606,FALSE
CHEMBL612549,rhinovirus B72,,ORGANISM,rhinovirus B72,6,7,44137,FALSE
CHEMBL1293226,Lysine-specific demethylase 4D-like,B2RXH2,SINGLE PROTEIN,Homo sapiens,39591,40264,9606,FALSE
CHEMBL613433,Artery,,TISSUE,Sus scrofa,10,19,9823,FALSE
CHEMBL4105862,Eukaryotic translation initiation factor 5A-1,P63241,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL5462,Baculoviral IAP repeat-containing protein 2,Q13490,SINGLE PROTEIN,Homo sapiens,776,1037,9606,FALSE
CHEMBL4524132,Calcium-activated potassium channel,Q92952|Q9UGI6|Q12791|O15554|Q9H2S1|A8MYU2,PROTEIN FAMILY,Homo sapiens,7,7,9606,FALSE
CHEMBL614919,SK-MEL-28,,CELL-LINE,Homo sapiens,45857,49054,9606,FALSE
CHEMBL4888443,Cyclin-dependent kinase 3/Cyclin-C,Q00526|P24863,PROTEIN COMPLEX,Homo sapiens,4,5,9606,FALSE
CHEMBL2258,Tyrosine-protein kinase Lyn,P25911,SINGLE PROTEIN,Mus musculus,20,21,10090,FALSE
CHEMBL3382,Phosphodiesterase 4B,P14646,SINGLE PROTEIN,Rattus norvegicus,43,44,10116,FALSE
CHEMBL2367392,Cuticular wax,,TISSUE,Citrus sinensis,1,5,2711,FALSE
CHEMBL612692,Collinsella aerofaciens,,ORGANISM,Collinsella aerofaciens,28,60,74426,FALSE
CHEMBL4105873,Trehalose-phosphatase,A8NS89,SINGLE PROTEIN,Brugia malayi,37,56,6279,FALSE
CHEMBL3259501,Dipeptidyl peptidase 2,Q9ET22,SINGLE PROTEIN,Mus musculus,3,3,10090,FALSE
CHEMBL614640,Ribosomal RNA A-site,,NUCLEIC-ACID,,95,154,,FALSE
CHEMBL4295830,Myeloid leukemia factor 2,Q15773,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL3481,Carboxypeptidase A1,P00730,SINGLE PROTEIN,Bos taurus,146,174,9913,FALSE
CHEMBL4295947,Ketosamine-3-kinase,Q9HA64,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL4296537,Spiral organ of cochlea,,TISSUE,Mus musculus,12,15,10090,FALSE
CHEMBL5465182,Alpha-2B adrenergic receptor,Q2MDQ0,SINGLE PROTEIN,Canis lupus familiaris,2,3,9615,FALSE
CHEMBL613509,G-401,,CELL-LINE,Homo sapiens,140,159,9606,FALSE
CHEMBL4105840,Kynurenine 3-monooxygenase,Q84HF5,SINGLE PROTEIN,Pseudomonas fluorescens,2,2,294,FALSE
CHEMBL614292,EJ,,CELL-LINE,Homo sapiens,132,302,9606,FALSE
CHEMBL4523875,G-protein coupled receptor 157,Q5UAW9,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL3614,Kappa opioid receptor,P34975,SINGLE PROTEIN,Rattus norvegicus,536,775,10116,FALSE
CHEMBL4523914,G-protein coupled receptor 22,Q99680,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL3308949,Neuropeptide S receptor,P0C0L6,SINGLE PROTEIN,Rattus norvegicus,1,3,10116,FALSE
CHEMBL2366791,Planorbella trivolvis,,ORGANISM,Planorbella trivolvis,2,2,283763,FALSE
